Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú,Tháng
B24DCCC040,2024-07-11,Trương Công Chiến,Mua sắm,205943,Thanh toán dịch vụ,
B24DCCC040,2024-07-21,Trương Công Chiến,Di chuyển,175426,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-18,Trương Công Chiến,Học tập,470645,Khoản chi đột xuất,
B24DCCC040,2024-05-11,Trương Công Chiến,Khác,89680,Khoản chi đột xuất,
B24DCCC040,2024-08-19,Trương Công Chiến,Ăn uống,108873,Khoản chi đột xuất,
B24DCCC040,2024-08-10,Trương Công Chiến,Giải trí,202520,Thanh toán dịch vụ,
B24DCCC040,2024-09-27,Trương Công Chiến,Học tập,53543,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-08,Trương Công Chiến,Giải trí,390821,Thanh toán dịch vụ,
B24DCCC040,2024-02-03,Trương Công Chiến,Học tập,301698,Khoản chi đột xuất,
B24DCCC040,2024-08-13,Trương Công Chiến,Ăn uống,212404,Khoản chi đột xuất,
B24DCCC040,2024-03-25,Trương Công Chiến,Ăn uống,327116,Khoản chi đột xuất,
B24DCCC040,2024-01-18,Trương Công Chiến,Giải trí,280551,Thanh toán dịch vụ,
B24DCCC040,2024-06-14,Trương Công Chiến,Ăn uống,347292,Khoản chi đột xuất,
B24DCCC040,2024-06-30,Trương Công Chiến,Ăn uống,160777,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-30,Trương Công Chiến,Ăn uống,461934,Khoản chi đột xuất,
B24DCCC040,2024-05-10,Trương Công Chiến,Y tế,326619,Khoản chi đột xuất,
B24DCCC040,2024-10-23,Trương Công Chiến,Giải trí,186448,Khoản chi đột xuất,
B24DCCC040,2024-07-07,Trương Công Chiến,Giải trí,105164,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-25,Trương Công Chiến,Ăn uống,457208,Thanh toán dịch vụ,
B24DCCC040,2024-04-30,Trương Công Chiến,Giải trí,438186,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-21,Trương Công Chiến,Di chuyển,464056,Thanh toán dịch vụ,
B24DCCC040,2024-08-18,Trương Công Chiến,Di chuyển,458867,Thanh toán dịch vụ,
B24DCCC040,2024-06-21,Trương Công Chiến,Mua sắm,430519,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-16,Trương Công Chiến,Mua sắm,182529,Thanh toán dịch vụ,
B24DCCC040,2024-03-15,Trương Công Chiến,Khác,64529,Thanh toán dịch vụ,
B24DCCC040,2024-07-25,Trương Công Chiến,Y tế,187610,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-09,Trương Công Chiến,Di chuyển,422777,Thanh toán dịch vụ,
B24DCCC040,2024-07-11,Trương Công Chiến,Y tế,136712,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-16,Trương Công Chiến,Mua sắm,370314,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-30,Trương Công Chiến,Học tập,482697,Thanh toán dịch vụ,
B24DCCC040,2024-03-03,Trương Công Chiến,Mua sắm,477864,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-23,Trương Công Chiến,Di chuyển,52252,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-08,Trương Công Chiến,Mua sắm,423521,Thanh toán dịch vụ,
B24DCCC040,2024-12-28,Trương Công Chiến,Y tế,176104,Khoản chi đột xuất,
B24DCCC040,2024-06-02,Trương Công Chiến,Giải trí,183720,Thanh toán dịch vụ,
B24DCCC040,2024-07-15,Trương Công Chiến,Giải trí,347660,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-26,Trương Công Chiến,Học tập,343328,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-24,Trương Công Chiến,Học tập,235061,Khoản chi đột xuất,
B24DCCC040,2024-08-15,Trương Công Chiến,Khác,344209,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-16,Trương Công Chiến,Y tế,98230,Khoản chi đột xuất,
B24DCCC040,2024-03-09,Trương Công Chiến,Mua sắm,414970,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-24,Trương Công Chiến,Ăn uống,495385,Thanh toán dịch vụ,
B24DCCC040,2024-05-16,Trương Công Chiến,Học tập,20307,Thanh toán dịch vụ,
B24DCCC040,2024-09-02,Trương Công Chiến,Khác,385140,Thanh toán dịch vụ,
B24DCCC040,2024-10-23,Trương Công Chiến,Y tế,24997,Thanh toán dịch vụ,
B24DCCC040,2024-11-19,Trương Công Chiến,Khác,451955,Khoản chi đột xuất,
B24DCCC040,2024-05-30,Trương Công Chiến,Giải trí,339754,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-12,Trương Công Chiến,Di chuyển,360103,Khoản chi đột xuất,
B24DCCC040,2024-04-01,Trương Công Chiến,Giải trí,485240,Thanh toán dịch vụ,
B24DCCC040,2024-05-07,Trương Công Chiến,Di chuyển,429742,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-16,Trương Công Chiến,Ăn uống,119453,Khoản chi đột xuất,
B24DCCC040,2024-05-14,Trương Công Chiến,Y tế,320548,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-02,Trương Công Chiến,Y tế,245318,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-30,Trương Công Chiến,Ăn uống,418990,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-27,Trương Công Chiến,Giải trí,205829,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-19,Trương Công Chiến,Khác,191935,Thanh toán dịch vụ,
B24DCCC040,2024-04-13,Trương Công Chiến,Giải trí,381487,Khoản chi đột xuất,
B24DCCC040,2024-01-04,Trương Công Chiến,Di chuyển,142760,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-21,Trương Công Chiến,Ăn uống,33886,Khoản chi đột xuất,
B24DCCC040,2024-04-08,Trương Công Chiến,Di chuyển,219034,Khoản chi đột xuất,
B24DCCC040,2024-04-20,Trương Công Chiến,Giải trí,293988,Thanh toán dịch vụ,
B24DCCC040,2024-05-29,Trương Công Chiến,Khác,86960,Khoản chi đột xuất,
B24DCCC040,2024-01-04,Trương Công Chiến,Mua sắm,140026,Khoản chi đột xuất,
B24DCCC040,2024-11-19,Trương Công Chiến,Ăn uống,287765,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-02,Trương Công Chiến,Giải trí,262330,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-07,Trương Công Chiến,Khác,199839,Khoản chi đột xuất,
B24DCCC040,2024-10-03,Trương Công Chiến,Ăn uống,184501,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-04,Trương Công Chiến,Ăn uống,435091,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-31,Trương Công Chiến,Mua sắm,137935,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-05,Trương Công Chiến,Ăn uống,401367,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-01,Trương Công Chiến,Y tế,112001,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-28,Trương Công Chiến,Giải trí,320044,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-05,Trương Công Chiến,Ăn uống,148088,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-29,Trương Công Chiến,Khác,150469,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-14,Trương Công Chiến,Học tập,468958,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-07,Trương Công Chiến,Khác,440449,Thanh toán dịch vụ,
B24DCCC040,2024-12-16,Trương Công Chiến,Khác,310745,Thanh toán dịch vụ,
B24DCCC040,2024-08-29,Trương Công Chiến,Khác,233330,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-23,Trương Công Chiến,Y tế,447053,Khoản chi đột xuất,
B24DCCC040,2024-01-04,Trương Công Chiến,Học tập,378183,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-09,Trương Công Chiến,Di chuyển,466186,Thanh toán dịch vụ,
B24DCCC040,2024-01-29,Trương Công Chiến,Y tế,28969,Thanh toán dịch vụ,
B24DCCC040,2024-10-01,Trương Công Chiến,Ăn uống,51879,Thanh toán dịch vụ,
B24DCCC040,2024-05-20,Trương Công Chiến,Y tế,320455,Khoản chi đột xuất,
B24DCCC040,2024-08-02,Trương Công Chiến,Di chuyển,361105,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-14,Trương Công Chiến,Y tế,374709,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-02,Trương Công Chiến,Học tập,118833,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-04,Trương Công Chiến,Khác,285508,Thanh toán dịch vụ,
B24DCCC040,2024-03-23,Trương Công Chiến,Di chuyển,427949,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-13,Trương Công Chiến,Mua sắm,360328,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-02,Trương Công Chiến,Giải trí,28487,Khoản chi đột xuất,
B24DCCC040,2024-03-26,Trương Công Chiến,Khác,117001,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-28,Trương Công Chiến,Ăn uống,122530,Thanh toán dịch vụ,
B24DCCC040,2024-05-29,Trương Công Chiến,Y tế,315419,Thanh toán dịch vụ,
B24DCCC040,2024-06-16,Trương Công Chiến,Di chuyển,466150,Thanh toán dịch vụ,
B24DCCC040,2024-11-06,Trương Công Chiến,Mua sắm,482328,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-14,Trương Công Chiến,Khác,141371,Thanh toán dịch vụ,
B24DCCC040,2024-07-09,Trương Công Chiến,Giải trí,37895,Thanh toán dịch vụ,
B24DCCC040,2024-02-29,Trương Công Chiến,Học tập,51921,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-04,Trương Công Chiến,Giải trí,451529,Khoản chi đột xuất,
B24DCCC040,2024-01-16,Trương Công Chiến,Học tập,165672,Thanh toán dịch vụ,
B24DCCC040,2024-01-13,Trương Công Chiến,Học tập,73901,Thanh toán dịch vụ,
B24DCCC040,2024-11-08,Trương Công Chiến,Khác,412555,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-17,Trương Công Chiến,Di chuyển,69790,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-25,Trương Công Chiến,Khác,32918,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-10,Trương Công Chiến,Mua sắm,172787,Thanh toán dịch vụ,
B24DCCC040,2024-12-20,Trương Công Chiến,Di chuyển,483483,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-27,Trương Công Chiến,Y tế,239422,Thanh toán dịch vụ,
B24DCCC040,2024-07-31,Trương Công Chiến,Mua sắm,372815,Thanh toán dịch vụ,
B24DCCC040,2024-10-17,Trương Công Chiến,Ăn uống,431189,Thanh toán dịch vụ,
B24DCCC040,2024-10-13,Trương Công Chiến,Y tế,454926,Thanh toán dịch vụ,
B24DCCC040,2024-12-30,Trương Công Chiến,Ăn uống,373575,Thanh toán dịch vụ,
B24DCCC040,2024-08-09,Trương Công Chiến,Khác,347893,Khoản chi đột xuất,
B24DCCC040,2024-08-14,Trương Công Chiến,Giải trí,215089,Thanh toán dịch vụ,
B24DCCC040,2024-08-24,Trương Công Chiến,Di chuyển,431149,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-04,Trương Công Chiến,Khác,380902,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-24,Trương Công Chiến,Di chuyển,108329,Khoản chi đột xuất,
B24DCCC040,2024-07-28,Trương Công Chiến,Giải trí,91585,Khoản chi đột xuất,
B24DCCC040,2024-10-05,Trương Công Chiến,Di chuyển,467772,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-24,Trương Công Chiến,Khác,427953,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-26,Trương Công Chiến,Học tập,179185,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-20,Trương Công Chiến,Giải trí,226416,Thanh toán dịch vụ,
B24DCCC040,2024-02-02,Trương Công Chiến,Y tế,111159,Thanh toán dịch vụ,
B24DCCC040,2024-07-15,Trương Công Chiến,Y tế,479696,Khoản chi đột xuất,
B24DCCC040,2024-06-30,Trương Công Chiến,Ăn uống,286257,Thanh toán dịch vụ,
B24DCCC040,2024-04-28,Trương Công Chiến,Y tế,66365,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-21,Trương Công Chiến,Ăn uống,280765,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-23,Trương Công Chiến,Mua sắm,247183,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-28,Trương Công Chiến,Mua sắm,174284,Khoản chi đột xuất,
B24DCCC040,2024-04-18,Trương Công Chiến,Ăn uống,350769,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-22,Trương Công Chiến,Học tập,427344,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-24,Trương Công Chiến,Di chuyển,37526,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-07,Trương Công Chiến,Mua sắm,143051,Thanh toán dịch vụ,
B24DCCC040,2024-01-25,Trương Công Chiến,Ăn uống,472501,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-26,Trương Công Chiến,Mua sắm,286127,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-26,Trương Công Chiến,Y tế,327392,Khoản chi đột xuất,
B24DCCC040,2024-08-20,Trương Công Chiến,Khác,299189,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-30,Trương Công Chiến,Mua sắm,175826,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-07,Trương Công Chiến,Mua sắm,165966,Thanh toán dịch vụ,
B24DCCC040,2024-11-14,Trương Công Chiến,Y tế,80349,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-13,Trương Công Chiến,Mua sắm,68900,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-17,Trương Công Chiến,Giải trí,200314,Khoản chi đột xuất,
B24DCCC040,2024-04-23,Trương Công Chiến,Khác,495230,Thanh toán dịch vụ,
B24DCCC040,2024-09-30,Trương Công Chiến,Mua sắm,239369,Thanh toán dịch vụ,
B24DCCC040,2024-04-19,Trương Công Chiến,Y tế,98351,Khoản chi đột xuất,
B24DCCC040,2024-12-13,Trương Công Chiến,Học tập,362171,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-23,Trương Công Chiến,Y tế,331155,Thanh toán dịch vụ,
B24DCCC040,2024-01-09,Trương Công Chiến,Mua sắm,320128,Khoản chi đột xuất,
B24DCCC040,2024-12-30,Trương Công Chiến,Ăn uống,415291,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-08,Trương Công Chiến,Giải trí,49401,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-28,Trương Công Chiến,Y tế,50927,Khoản chi đột xuất,
B24DCCC040,2024-11-15,Trương Công Chiến,Mua sắm,52214,Thanh toán dịch vụ,
B24DCCC040,2024-05-19,Trương Công Chiến,Y tế,58326,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-29,Trương Công Chiến,Di chuyển,421773,Thanh toán dịch vụ,
B24DCCC040,2024-02-08,Trương Công Chiến,Ăn uống,237016,Khoản chi đột xuất,
B24DCCC040,2024-04-02,Trương Công Chiến,Giải trí,230273,Thanh toán dịch vụ,
B24DCCC040,2024-07-27,Trương Công Chiến,Học tập,486320,Thanh toán dịch vụ,
B24DCCC040,2024-05-26,Trương Công Chiến,Giải trí,75337,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-19,Trương Công Chiến,Y tế,48529,Thanh toán dịch vụ,
B24DCCC040,2024-11-13,Trương Công Chiến,Khác,78667,Khoản chi đột xuất,
B24DCCC040,2024-10-01,Trương Công Chiến,Khác,483456,Thanh toán dịch vụ,
B24DCCC040,2024-11-13,Trương Công Chiến,Học tập,397488,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-14,Trương Công Chiến,Giải trí,177108,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-02,Trương Công Chiến,Mua sắm,305209,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-11,Trương Công Chiến,Ăn uống,409421,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-14,Trương Công Chiến,Ăn uống,188464,Khoản chi đột xuất,
B24DCCC040,2024-02-22,Trương Công Chiến,Khác,342246,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-13,Trương Công Chiến,Ăn uống,264084,Khoản chi đột xuất,
B24DCCC040,2024-03-18,Trương Công Chiến,Học tập,411805,Khoản chi đột xuất,
B24DCCC040,2024-06-22,Trương Công Chiến,Mua sắm,172902,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-30,Trương Công Chiến,Giải trí,356119,Thanh toán dịch vụ,
B24DCCC040,2024-04-19,Trương Công Chiến,Ăn uống,121557,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-27,Trương Công Chiến,Ăn uống,293983,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-22,Trương Công Chiến,Học tập,65553,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-12,Trương Công Chiến,Di chuyển,301630,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-21,Trương Công Chiến,Học tập,148459,Thanh toán dịch vụ,
B24DCCC040,2024-04-13,Trương Công Chiến,Học tập,331922,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-22,Trương Công Chiến,Mua sắm,141773,Thanh toán dịch vụ,
B24DCCC040,2024-07-06,Trương Công Chiến,Ăn uống,192177,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-27,Trương Công Chiến,Y tế,283734,Khoản chi đột xuất,
B24DCCC040,2024-10-07,Trương Công Chiến,Di chuyển,223877,Thanh toán dịch vụ,
B24DCCC040,2024-12-19,Trương Công Chiến,Y tế,360204,Khoản chi đột xuất,
B24DCCC040,2024-08-23,Trương Công Chiến,Mua sắm,345271,Khoản chi đột xuất,
B24DCCC040,2024-04-27,Trương Công Chiến,Khác,324980,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-01,Trương Công Chiến,Khác,418998,Khoản chi đột xuất,
B24DCCC040,2024-03-16,Trương Công Chiến,Khác,96716,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-31,Trương Công Chiến,Di chuyển,262211,Khoản chi đột xuất,
B24DCCC040,2024-02-26,Trương Công Chiến,Mua sắm,57776,Thanh toán dịch vụ,
B24DCCC040,2024-09-16,Trương Công Chiến,Di chuyển,48349,Khoản chi đột xuất,
B24DCCC040,2024-08-20,Trương Công Chiến,Ăn uống,300253,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-19,Trương Công Chiến,Di chuyển,431471,Khoản chi đột xuất,
B24DCCC040,2024-05-23,Trương Công Chiến,Khác,186813,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-13,Trương Công Chiến,Khác,91307,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-27,Trương Công Chiến,Di chuyển,278621,Thanh toán dịch vụ,
B24DCCC040,2024-07-26,Trương Công Chiến,Ăn uống,364925,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-16,Trương Công Chiến,Y tế,113625,Khoản chi đột xuất,
B24DCCC040,2024-06-17,Trương Công Chiến,Học tập,381778,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-02,Trương Công Chiến,Mua sắm,346738,Khoản chi đột xuất,
B24DCCC040,2024-06-16,Trương Công Chiến,Khác,137617,Thanh toán dịch vụ,
B24DCCC040,2024-02-23,Trương Công Chiến,Di chuyển,322418,Thanh toán dịch vụ,
B24DCCC040,2024-02-15,Trương Công Chiến,Khác,337719,Khoản chi đột xuất,
B24DCCC040,2024-03-08,Trương Công Chiến,Học tập,256759,Thanh toán dịch vụ,
B24DCCC040,2024-10-09,Trương Công Chiến,Y tế,280483,Khoản chi đột xuất,
B24DCCC040,2024-01-26,Trương Công Chiến,Di chuyển,84610,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-10,Trương Công Chiến,Y tế,315129,Thanh toán dịch vụ,
B24DCCC040,2024-10-16,Trương Công Chiến,Y tế,99830,Khoản chi đột xuất,
B24DCCC040,2024-07-06,Trương Công Chiến,Mua sắm,46665,Thanh toán dịch vụ,
B24DCCC040,2024-06-07,Trương Công Chiến,Giải trí,344897,Khoản chi đột xuất,
B24DCCC040,2024-08-09,Trương Công Chiến,Y tế,43748,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-27,Trương Công Chiến,Học tập,232845,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-21,Trương Công Chiến,Ăn uống,326573,Thanh toán dịch vụ,
B24DCCC040,2024-04-03,Trương Công Chiến,Khác,147449,Thanh toán dịch vụ,
B24DCCC040,2024-10-30,Trương Công Chiến,Khác,447284,Khoản chi đột xuất,
B24DCCC040,2024-04-28,Trương Công Chiến,Học tập,217503,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-30,Trương Công Chiến,Học tập,198172,Khoản chi đột xuất,
B24DCCC040,2024-08-08,Trương Công Chiến,Y tế,116005,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-22,Trương Công Chiến,Giải trí,135696,Thanh toán dịch vụ,
B24DCCC040,2024-07-11,Trương Công Chiến,Di chuyển,462284,Thanh toán dịch vụ,
B24DCCC040,2024-05-08,Trương Công Chiến,Y tế,452451,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-29,Trương Công Chiến,Giải trí,202086,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-30,Trương Công Chiến,Ăn uống,385082,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-18,Trương Công Chiến,Ăn uống,495093,Khoản chi đột xuất,
B24DCCC040,2024-01-11,Trương Công Chiến,Y tế,442434,Khoản chi đột xuất,
B24DCCC040,2024-11-21,Trương Công Chiến,Di chuyển,477371,Thanh toán dịch vụ,
B24DCCC040,2024-03-20,Trương Công Chiến,Ăn uống,28124,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-01,Trương Công Chiến,Ăn uống,269043,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-09,Trương Công Chiến,Mua sắm,410615,Khoản chi đột xuất,
B24DCCC040,2024-11-07,Trương Công Chiến,Giải trí,416243,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-13,Trương Công Chiến,Học tập,317439,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-30,Trương Công Chiến,Mua sắm,351504,Thanh toán dịch vụ,
B24DCCC040,2024-04-07,Trương Công Chiến,Khác,448192,Thanh toán dịch vụ,
B24DCCC040,2024-05-15,Trương Công Chiến,Y tế,378627,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-15,Trương Công Chiến,Mua sắm,53466,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-11,Trương Công Chiến,Giải trí,413870,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-07,Trương Công Chiến,Di chuyển,327171,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-02,Trương Công Chiến,Di chuyển,88012,Khoản chi đột xuất,
B24DCCC040,2024-01-20,Trương Công Chiến,Y tế,119968,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-01,Trương Công Chiến,Học tập,491021,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-07,Trương Công Chiến,Khác,474246,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-26,Trương Công Chiến,Di chuyển,206166,Khoản chi đột xuất,
B24DCCC040,2024-12-14,Trương Công Chiến,Ăn uống,102743,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-01,Trương Công Chiến,Y tế,138895,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-11,Trương Công Chiến,Y tế,378885,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-25,Trương Công Chiến,Học tập,52835,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-05,Trương Công Chiến,Ăn uống,490356,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-12-13,Trương Công Chiến,Giải trí,110654,Thanh toán dịch vụ,
B24DCCC040,2024-05-30,Trương Công Chiến,Học tập,456811,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-13,Trương Công Chiến,Giải trí,252625,Thanh toán dịch vụ,
B24DCCC040,2024-04-02,Trương Công Chiến,Mua sắm,357737,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-05,Trương Công Chiến,Khác,137156,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-16,Trương Công Chiến,Di chuyển,326576,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-25,Trương Công Chiến,Mua sắm,123099,Thanh toán dịch vụ,
B24DCCC040,2024-02-11,Trương Công Chiến,Học tập,493235,Khoản chi đột xuất,
B24DCCC040,2024-12-15,Trương Công Chiến,Mua sắm,213872,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-10,Trương Công Chiến,Di chuyển,83526,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-12,Trương Công Chiến,Di chuyển,160306,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-12,Trương Công Chiến,Di chuyển,291679,Thanh toán dịch vụ,
B24DCCC040,2024-03-19,Trương Công Chiến,Học tập,350804,Khoản chi đột xuất,
B24DCCC040,2024-04-14,Trương Công Chiến,Ăn uống,261773,Khoản chi đột xuất,
B24DCCC040,2024-03-15,Trương Công Chiến,Học tập,293505,Thanh toán dịch vụ,
B24DCCC040,2024-02-03,Trương Công Chiến,Khác,160331,Khoản chi đột xuất,
B24DCCC040,2024-12-02,Trương Công Chiến,Y tế,119883,Thanh toán dịch vụ,
B24DCCC040,2024-02-28,Trương Công Chiến,Di chuyển,346037,Khoản chi đột xuất,
B24DCCC040,2024-01-15,Trương Công Chiến,Mua sắm,141446,Khoản chi đột xuất,
B24DCCC040,2024-09-13,Trương Công Chiến,Học tập,386317,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-06,Trương Công Chiến,Y tế,191381,Khoản chi đột xuất,
B24DCCC040,2024-09-08,Trương Công Chiến,Mua sắm,134302,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-08,Trương Công Chiến,Di chuyển,235745,Thanh toán dịch vụ,
B24DCCC040,2024-05-31,Trương Công Chiến,Khác,401510,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-09,Trương Công Chiến,Mua sắm,306984,Khoản chi đột xuất,
B24DCCC040,2024-06-09,Trương Công Chiến,Ăn uống,410437,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-09,Trương Công Chiến,Y tế,96995,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-11,Trương Công Chiến,Y tế,57304,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-21,Trương Công Chiến,Ăn uống,414387,Khoản chi đột xuất,
B24DCCC040,2024-05-18,Trương Công Chiến,Y tế,84111,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-24,Trương Công Chiến,Di chuyển,371289,Khoản chi đột xuất,
B24DCCC040,2024-10-12,Trương Công Chiến,Mua sắm,79739,Khoản chi đột xuất,
B24DCCC040,2024-09-01,Trương Công Chiến,Ăn uống,231589,Thanh toán dịch vụ,
B24DCCC040,2024-08-26,Trương Công Chiến,Khác,283321,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-01,Trương Công Chiến,Học tập,138998,Chi phí cần thiết trong tháng,
